kanji,english,components,on_reading,kun_reading
蓋,lid,flowers; gone; soil; dirt; ground; elbow; dish,ガイ; カイ; コウ,ふた; けだ.し; おお.う; かさ; かこう
監,oversee,retainer; slave; reclining; lying down; one; floor; dish,カン,
濫,overflow,water; water droplets; water pistol; oversee; retainer; slave; reclining; lying down; one; floor; dish,ラン,みだ.りに; みだ.りがましい
鑑,specimen,metal; gold; oversee; retainer; slave; reclining; lying down; one; floor; dish,カン,かんが.みる; かがみ
藍,indigo,flowers; oversee; retainer; slave; reclining; lying down; one; floor; dish,ラン,あい
猛,fierce,pack of wild dogs; child; dish,モウ,
盛,boom,turn into; dish,セイ; ジョウ,も.る; さか.る; さか.ん
塩,salt,soil; dirt; ground; reclining; lying down; mouth; dish,エン,しお
銀,silver,metal; gold,ギン,しろがね
恨,resentment,regret; Freud; state of mind; silver,コン,うら.む; うら.めしい
根,root,tree; wood; silver,コン,ね; -ね
即,instant,silver; stamp,ソク,つ.く; つ.ける; すなわ.ち
爵,baron,claw; vulture; net; eye; silver; glue,シャク,
節,node,bamboo; instant; silver; stamp,セツ; セチ,ふし; -ぶし; のっと
退,retreat,road; silver,タイ,しりぞ.く; しりぞ.ける; ひ.く; の.く; の.ける; ど.く
限,limit,pinnacle; parthenon; acropolis; silver,ゲン,かぎ.る; かぎ.り; -かぎ.り
眼,eyeball,eye; silver,ガン; ゲン,まなこ; め
良,good,drop; silver,リョウ,よ.い; -よ.い; い.い; -い.い
朗,melodious,halo; drop; silver; moon; month; flesh; part of the body,ロウ,ほが.らか; あき.らか
浪,wandering,water; water droplets; water pistol; halo; drop; silver,ロウ,
娘,daughter,woman; halo; drop; silver,ジョウ,むすめ; こ
食,eat,food; umbrella; good; halo; drop; silver,ショク; ジキ,く.う; く.らう; た.べる; は.む
飯,meal,eat; food; umbrella; good; halo; drop; silver; anti-; demonstration; cliff; crotch,ハン,めし
飲,drink,eat; food; umbrella; good; halo; drop; silver; lack; yawn,イン; オン,の.む; -の.み
飢,hungry,eat; food; umbrella; good; halo; drop; silver; wind,キ,う.える
餓,starve,eat; food; umbrella; good; halo; drop; silver; ego; hand; fiesta,ガ,う.える
飾,decorate,eat; food; umbrella; good; halo; drop; silver; reclining; lying down; towel,ショク,かざ.る; かざ.り
餌,feed,eat; food; umbrella; good; halo; drop; silver; ear,ジ; ニ,え; えば; えさ; もち
館,Bldg.,eat; food; umbrella; good; halo; drop; silver; bureaucrat; house; maestro without baton,カン,やかた; たて
餅,mochi,eat; food; umbrella; good; halo; drop; silver; puzzle; horns; two hands,ヘイ; ヒョウ,もち; もちい
養,foster,sheep; eat; food; umbrella; good; halo; drop; silver,ヨウ; リョウ,やしな.う
飽,sated,eat; food; umbrella; good; halo; drop; silver; wrap; bound up; snake; self,ホウ,あ.きる; あ.かす; あ.く
既,previously,silver; waitress,キ,すで.に
概,outline,roots; tree; wood; silver; waitress; previously,ガイ,おうむ.ね
慨,rue,regret; resentment; Freud; state of mind; silver; waitress; previously,ガイ,
平,even,water-lily; lily pad,ヘイ; ビョウ; ヒョウ,たい.ら; -だいら; ひら; ひら-
呼,call,mouth; even; water-lily; lily pad; question mark,コ,よ.ぶ
坪,two-mat area,soil; dirt; ground; even; water-lily; lily pad,ヘイ,つぼ
評,evaluate,say; words; keitai; mouth; even; water-lily; lily pad,ヒョウ,
刈,reap,sheaf; sword; sabre; saber,ガイ; カイ,か.る
刹,moment,sheaf; tree; wood; sword; sabre; saber,セチ; セツ; サツ,
希,hope,sheaf; linen; by one’s side; towel,キ; ケ,まれ
凶,villain,sheaf; shovel,キョウ,
胸,bosom,moon; month; flesh; part of the body; bound up; villain; sheaf; shovel,キョウ,むね; むな-
離,detach,sheik; top hat; villain; sheaf; shovel; belt; elbow; turkey,リ,はな.れる; はな.す
璃,crystal,king; jewel; ball; sheik; top hat; villain; sheaf; shovel; belt; elbow,リ,
殺,kill,sheaf; tree; wood; cruise missile; missile; wind; crotch,サツ; サイ; セツ,ころ.す; -ごろ.し; そ.ぐ
爽,bracing,large; St. Bernard; sheaf,ソウ,あき.らか; さわ.やか; たがう
純,genuine,thread; spiderman; earthworm; drop; shovel; fishhook,ジュン,
頓,immediate,earthworm; drop; shovel; fishhook; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,トン; トツ,にわか.に; とん.と; つまず.く; とみ.に; ぬかずく
鈍,dull,metal; gold; earthworm; drop; shovel; fishhook,ドン,にぶ.い; にぶ.る; にぶ-; なま.る; なまく.ら
辛,spicy,stand up; vase; ten; needle,シン,から.い; つら.い; -づら.い; かのと
辞,resign,tongue; thousand; mouth; spicy; stand up; vase; ten; needle,ジ,や.める; いな.む
梓,catalpa,tree; wood; spicy; stand up; vase; ten; needle,シ,あずさ
宰,superintend,house; spicy; stand up; vase; ten; needle,サイ,
壁,wall,ketchup; flag; mouth; spicy; stand up; vase; ten; needle; soil; dirt; ground,ヘキ,かべ
璧,holed gem,,ヘキ,たま
避,evade,ketchup; flag; mouth; spicy; stand up; vase; ten; needle; road,ヒ,さ.ける; よ.ける
新,new,red pepper; stand up; vase; tree; wood; axe,シン,あたら.しい; あら.た; あら-; にい-
薪,firewood,fuel; flowers; new; red pepper; stand up; vase; tree; wood; axe,シン,たきぎ; まき
親,parent,red pepper; stand up; vase; tree; wood; see; telescope; eye; human legs,シン,おや; おや-; した.しい; した.しむ
幸,happiness,ten; needle; stand up; vase; ten; needle,コウ,さいわ.い; さち; しあわ.せ
執,tenacious,happiness; ten; needle; stand up; vase; fat man; musashimaru; nine; baseball; drop,シツ; シュウ,と.る
摯,clasp,,シ,いた.る
報,report,happiness; ten; needle; stand up; vase; underpants; stamp; crotch,ホウ,むく.いる
叫,shout,mouth; cornucopia,キョウ,さけ.ぶ
糾,twist,thread; spiderman; cornucopia,キュウ,ただ.す
収,income,cornucopia; crotch,シュウ,おさ.める; おさ.まる
卑,lowly,Wayne Slob; drop; rice field; brains; cornucopia; ten; needle,ヒ,いや.しい; いや.しむ; いや.しめる
碑,tombstone,stone; rock; lowly; Wayne Slob; drop; rice field; brains; cornucopia; ten; needle,ヒ,いしぶみ
陸,land,pinnacle; parthenon; acropolis; mini-tractor; rice seedlings; soil; dirt; ground; human legs,リク; ロク,おか
睦,intimate,eye; mini-tractor; rice seedlings; soil; dirt; ground; human legs,ボク; モク,むつ.まじい; むつ.む; むつ.ぶ
勢,forces,mini-tractor; rice seedlings; soil; dirt; ground; human legs; fat man; musashimaru; round; nine; baseball; drop; power; muscle; arnold,セイ; ゼイ,いきお.い; はずみ
熱,heat,mini-tractor; rice seedlings; soil; dirt; ground; human legs; fat man; musashimaru; round; nine; baseball; drop; oven-fire; barbecue,ネツ,あつ.い
菱,diamond,flowers; Mao; soil; dirt; ground; human legs; walking legs,リョウ,ひし
陵,mausoleum,pinnacle; parthenon; acropolis; Mao; soil; dirt; ground; human legs; walking legs,リョウ,みささぎ
亥,sign of the hog,acorn; top hat,ガイ; カイ,い
核,nucleus,tree; wood; sign of the hog; acorn; top hat,カク,
刻,engrave,sign of the hog; acorn; top hat; sword; sabre; saber,コク,きざ.む; きざ.み
該,above-stated,say; words; keitai; mouth; sign of the hog; acorn; top hat,ガイ,
骸,remains,skeleton; joint; moon; month; flesh; part of the body; sign of the hog; acorn; top hat,ガイ; カイ,むくろ
劾,censure,sign of the hog; acorn; top hat; power; muscle; arnold,ガイ,
述,mention,resin; pole; road,ジュツ,の.べる
術,art,boulevard; going; resin; pole,ジュツ,すべ
寒,cold,Baba Yaga’s hut; house; celery; animal legs; ice,カン,さむ.い
塞,block up,Baba Yaga’s hut; house; celery; animal legs; soil; dirt; ground,ソク; サイ,ふさ.ぐ; とりで; み.ちる
醸,brew,whiskey bottle; grass skirt; top hat; eight; six; animal legs; celery; scarf,ジョウ,かも.す
譲,defer,say; words; keitai; mouth; grass skirt; top hat; eight; six; animal legs; celery; scarf,ジョウ,ゆず.る
壌,lot,soil; dirt; ground; grass skirt; top hat; eight; six; animal legs; celery; scarf,ジョウ,つち
嬢,lass,woman; grass skirt; top hat; eight; six; animal legs; celery; scarf,ジョウ,むすめ
毒,poison,grow up; mother; breasts,ドク,
素,elementary,grow up; thread; spiderman,ソ; ス,もと
麦,barley,grow up; walking legs,バク,むぎ
青,blue,grow up; moon; flesh,セイ; ショウ,あお; あお-; あお.い
精,refined,rice; blue; grow up; moon; flesh,セイ; ショウ; シヤウ,
請,solicit,say; words; keitai; mouth; blue; grow up; moon; flesh,セイ; シン; ショウ,こ.う; う.ける
情,feelings,Freud; state of mind; blue; grow up; moon; flesh,ジョウ; セイ,なさ.け
晴,clear up,sun; day; blue; grow up; moon; flesh,セイ,は.れる; は.れ; は.れ-; -ば.れ; は.らす
清,pure,water; water droplets; water pistol; blue; grow up; moon; flesh,セイ; ショウ; シン,きよ.い; きよ.まる; きよ.める
静,quiet,blue; grow up; moon; flesh; contend; bound up; rake,セイ; ジョウ,しず-; しず.か; しず.まる; しず.める
責,blame,grow up; shellfish; clam; oyster; eye; animal legs; eight,セキ,せ.める
績,exploits,thread; spiderman; blame; grow up; shellfish; clam; oyster; eye; animal legs; eight,セキ,
積,volume,wheat; cereal; blame; grow up; shellfish; clam; oyster; eye; animal legs; eight,セキ,つ.む; -づ.み; つ.もる; つ.もり
債,bond,person; blame; grow up; shellfish; clam; oyster; eye; animal legs; eight,サイ,
漬,pickling,water; water droplets; water pistol; blame; grow up; shellfish; clam; oyster; eye; animal legs; eight,シ,つ.ける; つ.かる; -づ.け; -づけ
表,surface,grow up; scarf,ヒョウ,おもて; -おもて; あらわ.す; あらわ.れる; あら.わす
俵,bag,person; surface; grow up; scarf,ヒョウ,たわら
潔,undefiled,water; water droplets; water pistol; flick knife; grow up; sword; dagger; thread; spiderman,ケツ,いさぎよ.い
契,pledge,flick knife; grow up; dagger; large; St. Bernard,ケイ,ちぎ.る
喫,consume,mouth; pledge; flick knife; grow up; dagger; large; St. Bernard,キツ,
害,harm,mansion; house; grow up; mouth,ガイ,
轄,control,car; harm; mansion; house; grow up; mouth,カツ,くさび
割,proportion,harm; mansion; house; grow up; mouth; sword; sabre; saber,カツ,わ.る; わり; わ.り; わ.れる; さ.く
憲,constitution,mansion; house; grow up; eye; cross-eyed; net; heart,ケン,
生,life,This is Your Life; cell; drop; grow up,セイ; ショウ,い.きる; い.かす; い.ける; う.まれる; う.まれ; うまれ; う.む; お.う; は.える; は.やす; き; なま; なま-; な.る; な.す; む.す; -う
星,star,sun; day; life; This is Your Life; cell; drop; grow up,セイ; ショウ,ほし; -ぼし
醒,awakening,whiskey bottle; star; sun; day; life; This is Your Life; cell; drop; grow up,セイ,さ.ます; さ.める
姓,surname,woman; life; This is Your Life; cell; drop; grow up,セイ; ショウ,
性,sex,Freud; state of mind; life; This is Your Life; cell; drop; grow up,セイ; ショウ,さが
牲,animal sacrifice,cow; life; This is Your Life; cell; drop; grow up,セイ,
産,products,vase; stand up; cliff; life; This is Your Life; cell; drop; grow up,サン,う.む; う.まれる; うぶ-; む.す
隆,hump,pinnacle; parthenon; acropolis; walking legs; life; This is Your Life; cell; drop; grow up,リュウ,
峰,summit,mountain; Segway; Macbeth; walking legs; bushes,ホウ,みね; ね
蜂,bee,insect; Segway; Macbeth; walking legs; bushes,ホウ,はち
縫,sew,thread; spiderman; tryst; Segway; Macbeth; walking legs; bushes; road,ホウ,ぬ.う
拝,worship,finger; fingers; one; ceiling; bushes,ハイ,おが.む; おろが.む
寿,longevity,bushes; glue,ジュ; ス; シュウ,ことぶき; ことぶ.く; ことほ.ぐ
鋳,casting,metal; gold; longevity; bushes; glue,チュウ; イ; シュ; シュウ,い.る
籍,enroll,bamboo; christmas tree; wood; once upon a time; storyteller,セキ,
春,springtime,bonsai; sun; day,シュン,はる
椿,camellia,tree; wood; springtime; bonsai; sun; day,チン; チュン,つばき
泰,peaceful,bonsai; grains of rice,タイ,
奏,play music,bonsai; heavens,ソウ,かな.でる
実,reality,house; bonsai,ジツ; シツ,み; みの.る; まこと; まことに; みの; みち.る
奉,dedicate,observance; bonsai; cornstalk,ホウ; ブ,たてまつ.る; まつ.る; ほう.ずる
俸,stipend,person; observance; dedicate; bonsai; cornstalk,ホウ,
棒,rod,tree; wood; observance; dedicate; bonsai; cornstalk,ボウ,
謹,discreet,say; words; keitai; mouth; cabbage; flowers; mouth; grow up,キン,つつし.む
僅,trifle,person; cabbage; flowers; mouth; grow up,キン; ゴン,わずか
勤,diligence,cabbage; flowers; mouth; grow up; power; muscle; arnold,キン; ゴン,つと.める; -づと.め; つと.まる; いそ.しむ
漢,Sino-,sino; water; water droplets; water pistol; scarecrow; flowers; mouth; husband,カン,
嘆,sigh,mouth; scarecrow; flowers; mouth; husband,タン,なげ.く; なげ.かわしい
難,difficult,scarecrow; flowers; mouth; husband; turkey,ナン,かた.い; -がた.い; むずか.しい; むづか.しい; むつか.しい; -にく.い
華,splendor,flowers; silage; ten; needle,カ; ケ,はな
垂,droop,drop; silage; walking cane; stick; one; floor,スイ,た.れる; た.らす; た.れ; -た.れ; なんなんと.す
唾,saliva,mouth; droop; drop; silage; one; floor,ダ; タ,つば; つばき
睡,drowsy,eye; droop; drop; silage; walking cane; stick; one; floor,スイ,
錘,spindle,metal; gold; droop; drop; silage; walking cane; stick; one; floor,スイ,つむ; おもり
乗,ride,wheat; cereal; silage,ジョウ; ショウ,の.る; -の.り; の.せる
剰,surplus,ride; wheat; cereal; silage; sword; sabre; saber,ジョウ,あまつさえ; あま.り; あま.る
今,now,meeting; umbrella; one,コン; キン,いま
含,include,now; clock; mouth,ガン,ふく.む; ふく.める
貪,covet,,タン; トン,むさぼ.る
吟,versify,mouth; now; clock,ギン,
念,wish,now; clock; heart,ネン,
捻,wrench,finger; fingers; wish; wishbone; now; clock; heart,ネン; ジョウ,ね.じる; ねじ.る; ひね.くる; ひね.る
琴,harp,king; jewel; ball; now; clock,キン,こと
陰,shade,pinnacle; parthenon; acropolis; now; clock; rising cloud; two; elbow; wall,イン,かげ; かげ.る
予,beforehand,halberd with stroke missing,ヨ; シャ,あらかじ.め
序,preface,cave; beforehand,ジョ,つい.で; ついで
預,deposit,beforehand; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ヨ,あず.ける; あず.かる
野,plains,computer; beforehand,ヤ; ショ,の; の-
兼,concurrently,animal horns; rake; stick,ケン,か.ねる; -か.ねる
嫌,dislike,woman; concurrently; animal horns; rake,ケン; ゲン,きら.う; きら.い; いや
鎌,sickle,metal; gold; concurrently; animal horns; rake,レン; ケン,かま
謙,self-effacing,say; words; keitai; mouth; concurrently; animal horns; rake,ケン,
廉,bargain,cave; concurrently; animal horns; rake,レン,
西,west,one; four,セイ; サイ; ス,にし
価,value,person; old west,カ; ケ,あたい
要,need,old west; woman,ヨウ,い.る
腰,loins,moon; month; flesh; part of the body; need; old west; woman,ヨウ,こし
票,ballot,old west; altar; show; two; small,ヒョウ,
漂,drift,water; water droplets; water pistol; ballot; old west; altar; show; two; small,ヒョウ,ただよ.う
標,signpost,tree; wood; ballot; old west; altar; show; two; small,ヒョウ,しるべ; しるし
栗,chestnut,old west; tree; wood,リツ; リ,くり; おののく
慄,shudder,,リツ,おそ.れる; おのの.く; ふる.える
遷,transition,old west; large; St. Bernard; snake; self; road,セン,うつ.る; うつ.す; みやこがえ
覆,capsize,old west; restore; Nelson; column; going; line; fold back; double back; reclining; lying down; sun; day; walking legs,フク,おお.う; くつがえ.す; くつがえ.る
